TransactionID,CustomerID,TransactionAmount,TransactionDateTime,TransactionType,MerchantCategory,DeviceType,IP_Address,Geolocation,AccountBalance,IsHighRiskCountry,NumberOfFailedLogins,IsNewPayee,TransactionChannel,HistoricalFraudScore,FraudLabel
T102533,C1960,5875.33,2024-08-10 05:18:43,Transfer,Groceries,ATM,5.37.160.218,"Warsaw, Poland",46033.4,False,1,True,ATM,0.52,1
T102534,C1086,5025.25,2024-02-25 11:58:50,Purchase,Healthcare,Desktop,134.150.230.114,"Amsterdam, Netherlands",27289.63,False,0,True,Branch,0.67,1
T102535,C1317,6848.67,2024-07-23 08:34:44,Purchase,Electronics,Mobile,37.70.97.245,"Berlin, Germany",28910.79,True,4,False,Branch,0.14,1
T102536,C1572,2755.13,2024-06-25 19:55:20,Purchase,Groceries,ATM,169.183.246.224,"Warsaw, Poland",16533.59,False,5,False,ATM,0.87,0
T102537,C1385,75.43,2024-04-20 04:17:50,Transfer,Healthcare,Desktop,135.246.42.136,"Amsterdam, Netherlands",19152.21,True,4,False,ATM,0.55,1
T102538,C1658,1427.78,2024-01-12 19:06:19,Withdrawal,Travel,ATM,76.9.62.93,"Berlin, Germany",22568.26,False,4,True,Branch,0.59,0
T102539,C1810,640.64,2024-09-16 21:37:08,Purchase,Luxury Goods,Mobile,61.164.4.102,"Amsterdam, Netherlands",9452.61,False,3,False,Branch,0.21,0
T102540,C1336,3992.97,2024-05-26 04:17:51,Transfer,Travel,Mobile,115.2.16.184,"Warsaw, Poland",16587.06,False,1,True,Branch,0.39,0
T102541,C1832,8075.85,2024-03-23 05:18:41,Purchase,Electronics,Mobile,122.125.235.146,"Berlin, Germany",26070.16,True,4,True,Branch,0.4,1
T102542,C1130,5259.04,2024-04-03 17:21:04,Withdrawal,Healthcare,ATM,158.168.54.230,"Paris, France",10190.5,True,2,True,Branch,0.41,1
T102543,C1686,9103.12,2024-04-09 21:42:27,Purchase,Healthcare,Desktop,13.226.102.220,"Paris, France",45081.02,True,1,True,Online,0.03,1
T102544,C1719,8792.51,2024-11-08 11:08:41,Transfer,Luxury Goods,Desktop,158.47.230.25,"Paris, France",9417.03,True,5,True,ATM,0.86,1
T102545,C1848,4602.59,2024-02-20 07:42:53,Purchase,Electronics,ATM,82.169.18.139,"Warsaw, Poland",13087.21,False,3,False,Branch,0.47,0
T102546,C1969,5761.75,2024-02-24 21:12:36,Withdrawal,Electronics,ATM,105.193.171.235,"Paris, France",13826.9,True,2,False,ATM,0.31,1
T102547,C1756,7373.17,2024-06-06 08:11:18,Purchase,Travel,ATM,209.76.101.59,"Warsaw, Poland",16671.13,False,5,True,ATM,0.73,0
T102548,C1701,2879.83,2024-03-18 06:53:31,Withdrawal,Healthcare,ATM,23.207.65.170,"Amsterdam, Netherlands",37089.34,True,4,False,Branch,0.96,1
T102549,C1934,8810.06,2024-06-23 16:11:52,Purchase,Luxury Goods,Desktop,67.74.3.217,"Amsterdam, Netherlands",8441.14,False,3,True,ATM,0.62,1
T102550,C1539,4563.61,2024-05-30 10:23:24,Transfer,Electronics,Desktop,88.143.121.157,"Amsterdam, Netherlands",35360.06,True,3,False,Branch,0.55,0
T102551,C1095,7003.47,2024-03-13 18:04:52,Purchase,Electronics,Desktop,59.208.86.128,"Warsaw, Poland",48263.23,True,0,False,ATM,0.35,0
T102552,C1661,7116.77,2024-05-14 22:59:13,Transfer,Travel,Mobile,164.3.42.153,"Amsterdam, Netherlands",27410.61,True,3,True,Online,0.92,1
T102553,C1686,2975.19,2024-05-17 04:02:24,Withdrawal,Electronics,Desktop,61.30.198.87,"Amsterdam, Netherlands",2268.69,False,0,False,Online,0.59,0
T102554,C1433,6130.66,2024-10-14 09:33:55,Purchase,Electronics,Desktop,143.39.33.239,"Berlin, Germany",6947.36,False,1,False,Online,0.36,0
T102555,C1520,8100.04,2024-07-11 14:38:28,Withdrawal,Healthcare,Mobile,72.77.97.234,"Amsterdam, Netherlands",48446.68,True,2,True,ATM,0.47,0
T102556,C1370,1752.09,2024-08-26 01:43:25,Purchase,Groceries,ATM,16.192.65.75,"Paris, France",244.75,False,2,False,Online,0.73,0
T102557,C1018,2492.1,2024-03-23 11:23:32,Transfer,Travel,Desktop,8.108.4.108,"Amsterdam, Netherlands",31228.64,False,3,True,ATM,0.41,0
T102558,C1371,8999.75,2024-08-31 03:31:59,Purchase,Travel,ATM,21.107.155.184,"Berlin, Germany",25608.92,True,1,False,Branch,0.87,1
T102559,C1316,7332.71,2024-10-24 09:01:07,Purchase,Healthcare,Desktop,153.47.67.28,"Amsterdam, Netherlands",27577.82,False,0,True,ATM,0.99,1
T102560,C1184,4578.82,2024-07-29 02:39:33,Purchase,Groceries,Desktop,218.35.204.44,"Warsaw, Poland",34106.42,False,2,False,Branch,1.0,0
T102561,C1973,9108.42,2024-03-11 19:52:28,Purchase,Healthcare,ATM,71.120.155.39,"Berlin, Germany",2387.56,True,2,True,Online,0.32,1
T102562,C1219,1835.26,2024-11-10 05:14:43,Withdrawal,Luxury Goods,ATM,187.175.222.66,"Paris, France",28712.34,True,2,True,Branch,0.95,0
T102563,C1349,5686.58,2024-07-04 13:20:52,Purchase,Healthcare,ATM,161.144.245.243,"Berlin, Germany",43438.39,True,1,True,ATM,0.18,1
T102564,C1970,3936.12,2024-01-19 14:11:27,Withdrawal,Luxury Goods,Mobile,158.222.88.168,"Amsterdam, Netherlands",36443.02,False,3,True,ATM,0.76,0
T102565,C1784,9456.93,2024-05-31 07:50:48,Transfer,Travel,ATM,64.214.166.114,"Amsterdam, Netherlands",41414.94,False,2,True,Branch,0.88,1
T102566,C1497,2397.71,2024-07-25 22:40:34,Withdrawal,Luxury Goods,Mobile,63.244.214.232,"Berlin, Germany",29237.43,True,1,True,Branch,0.8,0
T102567,C1196,8705.53,2024-07-14 07:42:32,Transfer,Electronics,Mobile,164.185.75.91,"Berlin, Germany",15848.29,True,0,True,Branch,0.85,0
T102568,C1231,2738.49,2024-03-19 22:12:53,Purchase,Groceries,Mobile,117.175.117.115,"Warsaw, Poland",39908.93,False,3,False,Branch,0.99,0
T102569,C1140,6281.2,2024-09-02 05:37:55,Purchase,Electronics,Desktop,61.16.173.204,"Berlin, Germany",15099.17,False,4,True,ATM,0.61,1
T102570,C1158,2919.6,2024-03-19 07:14:49,Withdrawal,Groceries,Mobile,166.245.73.236,"Berlin, Germany",5191.41,True,0,True,Branch,0.97,0
T102571,C1079,9163.05,2024-07-19 03:14:25,Withdrawal,Healthcare,Mobile,153.64.28.86,"Paris, France",106.61,False,4,False,Online,0.01,0
T102572,C1302,6980.74,2024-05-29 17:15:58,Transfer,Groceries,Desktop,70.42.71.171,"Paris, France",39377.9,True,2,True,ATM,0.16,1
T102573,C1864,7224.37,2024-04-29 00:54:28,Transfer,Electronics,Desktop,221.65.52.189,"Paris, France",27917.79,True,3,True,ATM,0.38,0
T102574,C1807,2173.33,2024-07-09 10:04:41,Purchase,Electronics,Mobile,88.174.171.79,"Warsaw, Poland",713.15,False,2,True,Branch,0.4,0
T102575,C1103,4935.38,2024-03-10 12:06:44,Transfer,Electronics,ATM,158.148.180.202,"Warsaw, Poland",3959.66,True,4,True,ATM,0.78,1
T102576,C1519,9923.9,2024-05-15 01:23:45,Transfer,Groceries,ATM,90.32.206.214,"Amsterdam, Netherlands",12106.81,False,2,True,Branch,0.49,1
T102577,C1789,5528.69,2024-01-11 14:53:49,Withdrawal,Travel,ATM,93.248.115.236,"Paris, France",13311.97,True,0,True,Online,0.4,1
T102578,C1552,9953.17,2024-06-29 07:55:40,Transfer,Electronics,ATM,139.13.240.53,"Warsaw, Poland",31462.37,False,5,True,Online,0.28,0
T102579,C1855,766.26,2024-05-18 02:36:27,Transfer,Electronics,Desktop,188.8.227.148,"Amsterdam, Netherlands",35758.99,True,4,False,Online,0.52,1
T102580,C1756,1053.14,2024-08-13 05:35:33,Withdrawal,Healthcare,Desktop,37.161.131.62,"Amsterdam, Netherlands",48513.8,True,5,False,Branch,0.33,1
T102581,C1904,7665.62,2024-10-12 03:55:58,Transfer,Luxury Goods,ATM,95.180.190.135,"Berlin, Germany",34402.44,True,0,True,ATM,0.85,1
T102582,C1539,3260.81,2024-07-04 09:48:23,Withdrawal,Electronics,ATM,198.42.214.152,"Amsterdam, Netherlands",45443.69,False,2,False,Branch,0.04,0
T102583,C1038,4509.91,2024-04-28 03:28:20,Purchase,Luxury Goods,ATM,209.142.179.147,"Warsaw, Poland",39179.91,True,2,False,Online,0.2,0
T102584,C1677,2528.41,2024-05-17 18:42:02,Transfer,Travel,ATM,16.207.50.18,"Berlin, Germany",12732.9,False,2,False,Online,0.2,0
T102585,C1344,5061.14,2024-11-16 23:17:21,Purchase,Groceries,Mobile,192.208.230.41,"Paris, France",44450.61,True,4,True,Online,0.21,1
T102586,C1897,4622.21,2024-09-17 01:11:28,Transfer,Healthcare,Desktop,66.49.173.179,"Warsaw, Poland",8587.97,True,0,True,ATM,0.38,0
T102587,C1784,732.88,2024-07-01 03:11:21,Transfer,Electronics,Mobile,148.132.33.190,"Warsaw, Poland",20596.58,True,3,True,Online,0.65,0
T102588,C1632,6945.16,2024-01-04 16:57:48,Withdrawal,Luxury Goods,Mobile,99.195.169.217,"Warsaw, Poland",22611.74,True,2,False,Branch,0.5,1
T102589,C1134,7497.61,2024-11-07 21:36:55,Withdrawal,Healthcare,Desktop,95.212.6.94,"Warsaw, Poland",16013.43,True,2,False,Branch,0.19,1
T102590,C1611,3812.17,2024-03-23 23:37:12,Transfer,Travel,Desktop,172.158.100.20,"Amsterdam, Netherlands",13347.06,True,5,False,ATM,0.41,1
T102591,C1385,7459.83,2024-02-22 16:05:21,Transfer,Groceries,Mobile,140.238.107.171,"Amsterdam, Netherlands",10960.51,False,3,True,ATM,0.53,0
T102592,C1157,8557.88,2024-06-15 17:40:56,Transfer,Groceries,Desktop,2.168.197.120,"Paris, France",28744.56,True,4,False,Online,0.93,1
T102593,C1166,3967.35,2024-06-06 16:01:11,Purchase,Groceries,Desktop,215.161.63.94,"Paris, France",43158.49,True,5,False,ATM,0.82,1
T102594,C1185,108.36,2024-01-01 22:16:37,Withdrawal,Groceries,ATM,19.31.237.138,"Paris, France",14269.03,True,1,False,Online,0.01,0
T102595,C1851,1147.71,2024-06-11 13:37:27,Withdrawal,Groceries,Desktop,207.115.109.188,"Berlin, Germany",10594.1,False,4,True,Online,0.63,0
T102596,C1709,9171.45,2024-01-05 13:47:58,Purchase,Luxury Goods,ATM,87.30.244.183,"Berlin, Germany",46409.36,True,1,False,ATM,0.5,0
T102597,C1789,3271.78,2024-09-12 14:47:25,Transfer,Healthcare,ATM,9.190.254.178,"Warsaw, Poland",19891.84,True,2,False,Online,0.36,0
T102598,C1639,7487.01,2024-06-11 13:46:58,Withdrawal,Groceries,Desktop,94.200.92.103,"Warsaw, Poland",42362.5,True,0,True,Online,0.86,1
T102599,C1828,4848.11,2024-08-31 15:44:22,Withdrawal,Electronics,ATM,136.88.151.72,"Paris, France",6324.66,False,5,False,ATM,0.17,0
T102600,C1924,683.3,2024-09-18 10:07:45,Withdrawal,Healthcare,Desktop,67.99.65.206,"Amsterdam, Netherlands",1308.37,False,4,True,ATM,0.6,0
T102601,C1169,5484.74,2024-06-13 03:40:01,Purchase,Electronics,Mobile,45.231.60.191,"Warsaw, Poland",47717.92,False,4,True,ATM,0.99,1
T102602,C1738,2423.69,2024-03-27 01:24:38,Withdrawal,Luxury Goods,Desktop,210.128.89.127,"Berlin, Germany",22677.49,True,4,True,ATM,0.05,1
T102603,C1448,9500.23,2024-02-19 21:28:26,Transfer,Groceries,ATM,43.98.169.19,"Paris, France",35391.86,False,3,False,Online,0.49,1
T102604,C1044,1403.42,2024-08-16 04:39:53,Purchase,Electronics,Mobile,170.53.224.91,"Amsterdam, Netherlands",13822.34,False,3,False,ATM,0.42,0
T102605,C1420,8204.45,2024-08-01 12:54:40,Transfer,Electronics,ATM,112.21.40.175,"Warsaw, Poland",18370.59,False,3,False,ATM,0.92,1
T102606,C1373,8415.78,2024-09-12 00:38:45,Transfer,Luxury Goods,Mobile,124.151.228.112,"Amsterdam, Netherlands",11864.51,False,0,True,ATM,0.14,0
T102607,C1692,1706.72,2024-04-02 16:00:33,Transfer,Groceries,ATM,68.44.126.116,"Warsaw, Poland",28559.89,False,5,True,Online,0.53,0
T102608,C1736,181.64,2024-01-26 16:35:22,Purchase,Electronics,Mobile,82.238.189.115,"Amsterdam, Netherlands",35090.33,True,0,False,ATM,0.64,0
T102609,C1243,1006.05,2024-09-10 12:02:03,Withdrawal,Groceries,Desktop,220.7.157.31,"Paris, France",36613.1,True,4,False,ATM,0.75,1
T102610,C1992,2942.15,2024-03-18 16:29:56,Purchase,Travel,ATM,140.164.81.213,"Berlin, Germany",42532.25,False,3,False,Branch,0.5,0
T102611,C1454,5347.0,2024-02-21 02:50:11,Withdrawal,Groceries,Desktop,101.213.217.174,"Amsterdam, Netherlands",26396.12,False,0,True,Online,0.37,1
T102612,C1625,3909.1,2024-09-10 00:49:42,Transfer,Luxury Goods,Desktop,99.166.42.53,"Paris, France",16871.03,True,0,True,Online,0.43,0
T102613,C1291,776.78,2024-02-09 22:50:38,Purchase,Luxury Goods,ATM,1.69.76.135,"Warsaw, Poland",31287.11,True,3,True,ATM,0.3,0
T102614,C1770,7636.13,2024-04-07 07:33:23,Purchase,Groceries,Desktop,177.93.226.91,"Paris, France",22610.21,False,2,True,ATM,0.52,1
T102615,C1766,6774.15,2024-11-10 00:57:51,Transfer,Travel,Desktop,179.188.85.94,"Paris, France",40652.58,True,4,True,Branch,0.04,1
T102616,C1802,1535.81,2024-07-21 08:36:31,Purchase,Healthcare,Desktop,103.43.24.151,"Amsterdam, Netherlands",49776.45,False,4,False,Online,0.91,0
T102617,C1459,3581.51,2024-07-20 10:36:34,Purchase,Luxury Goods,Desktop,124.182.222.146,"Warsaw, Poland",25155.7,False,4,True,Branch,0.84,0
T102618,C1239,2167.51,2024-01-27 04:42:25,Withdrawal,Travel,ATM,72.58.157.63,"Paris, France",8846.4,True,0,False,Online,0.53,0
T102619,C1546,345.41,2024-10-01 20:14:52,Withdrawal,Groceries,Mobile,181.44.106.8,"Berlin, Germany",28419.53,True,0,False,Online,0.57,0
T102620,C1244,6750.77,2024-02-18 04:20:22,Purchase,Luxury Goods,Desktop,97.127.109.101,"Warsaw, Poland",27404.21,False,3,True,ATM,0.33,1
T102621,C1316,2162.45,2024-04-05 02:20:56,Purchase,Travel,ATM,129.238.146.53,"Paris, France",27446.36,False,0,True,Branch,0.85,0
T102622,C1988,6967.73,2024-10-12 18:48:00,Withdrawal,Electronics,ATM,125.40.177.36,"Amsterdam, Netherlands",8273.15,False,4,True,Branch,0.19,1
T102623,C1828,8365.17,2024-10-31 09:38:59,Transfer,Travel,ATM,2.240.81.179,"Warsaw, Poland",15333.02,False,0,True,ATM,0.57,0
T102624,C1803,8115.31,2024-02-06 20:05:03,Transfer,Luxury Goods,ATM,49.73.228.95,"Berlin, Germany",48972.55,True,1,True,Branch,0.09,0
T102625,C1480,6410.48,2024-07-07 09:47:09,Transfer,Electronics,Desktop,107.193.217.54,"Amsterdam, Netherlands",19208.65,True,0,False,ATM,0.24,0
T102626,C1925,7164.39,2024-01-04 10:14:45,Withdrawal,Travel,ATM,18.243.238.29,"Warsaw, Poland",6146.48,True,1,True,Online,0.08,1
T102627,C1855,8970.2,2024-03-04 15:29:25,Purchase,Travel,ATM,137.85.95.54,"Berlin, Germany",12983.02,True,0,False,Branch,0.85,0
T102628,C1198,3906.79,2024-05-07 07:33:33,Transfer,Luxury Goods,Desktop,94.152.183.178,"Amsterdam, Netherlands",7978.16,False,2,False,Branch,0.53,0
T102629,C1376,3083.93,2024-09-30 20:51:16,Purchase,Healthcare,Mobile,166.154.119.128,"Amsterdam, Netherlands",38351.42,False,2,True,Branch,0.49,0
T102630,C1694,525.1,2024-09-15 08:38:25,Purchase,Travel,ATM,112.164.241.58,"Paris, France",1956.25,False,3,True,ATM,0.04,0
T102631,C1969,47.65,2024-02-24 13:43:34,Withdrawal,Luxury Goods,Mobile,207.202.53.138,"Paris, France",40210.18,True,3,False,ATM,0.02,0
T102632,C1584,7724.32,2024-09-12 01:28:53,Withdrawal,Luxury Goods,Desktop,189.5.7.207,"Warsaw, Poland",80.06,True,3,True,Branch,0.49,1
T102633,C1451,7671.38,2024-11-13 00:57:32,Purchase,Travel,Desktop,88.103.236.182,"Berlin, Germany",400.52,False,2,True,Online,0.19,0
T102634,C1472,9288.28,2024-05-29 11:38:42,Transfer,Electronics,ATM,146.222.72.205,"Warsaw, Poland",38092.49,False,1,False,ATM,0.88,1
T102635,C1787,3747.07,2024-11-03 15:27:33,Withdrawal,Luxury Goods,ATM,71.253.149.47,"Warsaw, Poland",23402.34,False,0,False,Branch,0.83,0
T102636,C1288,2386.16,2024-09-21 15:00:48,Withdrawal,Healthcare,ATM,92.153.186.97,"Paris, France",35296.68,False,3,True,Online,0.78,0
T102637,C1796,914.77,2024-07-04 04:28:10,Withdrawal,Luxury Goods,Desktop,221.174.195.109,"Warsaw, Poland",30369.75,True,1,True,ATM,0.64,0
T102638,C1391,4217.41,2024-07-07 10:43:29,Transfer,Groceries,Mobile,29.40.148.164,"Warsaw, Poland",33703.93,True,2,True,Branch,0.93,0
T102639,C1514,9892.92,2024-06-25 05:19:50,Purchase,Travel,Mobile,141.142.191.61,"Paris, France",17897.42,False,4,False,ATM,0.34,1
T102640,C1540,3371.83,2024-09-27 19:35:45,Withdrawal,Travel,Desktop,61.128.179.23,"Amsterdam, Netherlands",45691.78,True,1,True,Online,0.55,0
T102641,C1428,1922.33,2024-10-31 19:54:39,Purchase,Travel,Mobile,122.224.67.117,"Paris, France",41550.91,False,5,True,Online,1.0,0
T102642,C1989,6689.83,2024-06-24 18:59:01,Withdrawal,Travel,Mobile,134.186.58.122,"Paris, France",34314.43,True,2,True,ATM,0.58,0
T102643,C1165,2206.46,2024-05-09 16:33:04,Transfer,Groceries,Mobile,36.145.223.215,"Amsterdam, Netherlands",31137.42,True,5,False,Branch,0.9,1
T102644,C1836,8822.98,2024-01-14 18:14:56,Purchase,Travel,ATM,176.198.120.53,"Berlin, Germany",3740.06,False,2,True,Online,0.68,0
T102645,C1204,7969.44,2024-10-12 09:35:02,Withdrawal,Travel,Mobile,184.160.4.41,"Warsaw, Poland",17078.84,True,2,False,ATM,0.26,1
T102646,C1820,8304.68,2024-09-04 16:35:25,Withdrawal,Electronics,Mobile,124.64.180.189,"Paris, France",10661.24,True,2,True,Branch,0.46,0
T102647,C1619,1679.66,2024-02-19 07:36:21,Transfer,Travel,ATM,210.20.70.85,"Berlin, Germany",5864.91,False,0,True,Online,0.34,0
T102648,C1141,1671.31,2024-10-05 01:00:06,Withdrawal,Luxury Goods,Desktop,14.2.158.90,"Amsterdam, Netherlands",2743.78,False,3,True,Online,0.51,0
T102649,C1893,4157.38,2024-09-29 09:51:31,Purchase,Luxury Goods,Desktop,95.227.53.213,"Paris, France",33535.6,False,3,False,Online,0.58,0
T102650,C1256,1077.73,2024-01-24 01:56:12,Transfer,Healthcare,Desktop,167.33.31.150,"Warsaw, Poland",17514.31,True,2,False,Branch,0.78,0
T102651,C1053,3272.09,2024-02-21 03:12:05,Withdrawal,Healthcare,ATM,125.230.107.255,"Amsterdam, Netherlands",10190.07,True,2,False,ATM,0.11,0
T102652,C1656,5620.98,2024-08-02 15:03:18,Withdrawal,Luxury Goods,ATM,87.97.51.191,"Berlin, Germany",24942.88,True,3,False,Branch,0.59,1
T102653,C1492,1896.29,2024-02-29 20:55:18,Purchase,Travel,Mobile,126.164.167.99,"Berlin, Germany",23697.88,True,4,False,ATM,0.13,1
T102654,C1895,2071.99,2024-01-04 20:07:15,Transfer,Healthcare,Mobile,88.48.172.230,"Paris, France",26569.2,True,4,True,ATM,0.51,1
T102655,C1380,5417.48,2024-03-09 19:23:43,Transfer,Groceries,Desktop,199.229.108.131,"Warsaw, Poland",2571.59,True,4,True,Branch,0.14,1
T102656,C1567,9389.29,2024-09-30 02:02:53,Purchase,Travel,Desktop,20.58.30.77,"Amsterdam, Netherlands",44906.03,False,0,False,Online,0.55,1
T102657,C1956,1208.92,2024-08-11 11:54:08,Transfer,Healthcare,Mobile,56.52.187.205,"Berlin, Germany",11783.48,False,2,False,Branch,0.9,0
T102658,C1105,2138.59,2024-05-28 21:53:09,Withdrawal,Groceries,ATM,124.70.4.169,"Paris, France",38167.16,True,2,False,Branch,0.33,0
T102659,C1728,3566.41,2024-03-12 11:57:50,Withdrawal,Travel,Mobile,115.223.143.14,"Paris, France",46051.5,True,4,True,Online,0.85,1
T102660,C1866,1737.04,2024-01-10 10:59:00,Transfer,Healthcare,ATM,154.18.50.9,"Berlin, Germany",27517.03,True,1,False,ATM,0.95,0
T102661,C1528,4021.99,2024-10-02 21:53:36,Transfer,Groceries,Desktop,76.213.119.12,"Berlin, Germany",9003.55,True,4,True,ATM,0.17,1
T102662,C1871,3163.09,2024-08-13 18:39:29,Purchase,Travel,ATM,156.247.140.244,"Warsaw, Poland",18389.81,True,4,True,Branch,0.48,1
T102663,C1127,3892.48,2024-10-15 14:06:18,Transfer,Healthcare,ATM,209.146.38.168,"Paris, France",23359.31,True,4,False,Online,0.28,1
T102664,C1291,4588.3,2024-04-13 14:18:59,Withdrawal,Luxury Goods,Mobile,221.95.1.173,"Berlin, Germany",24617.15,False,3,True,ATM,0.69,0
T102665,C1085,661.1,2024-01-22 07:27:10,Purchase,Groceries,Mobile,168.92.174.32,"Paris, France",1773.96,True,3,False,ATM,0.81,0
T102666,C1781,8151.03,2024-06-30 20:25:31,Withdrawal,Luxury Goods,Desktop,118.144.132.143,"Warsaw, Poland",5743.12,True,2,False,Online,0.05,1
T102667,C1164,6499.8,2024-11-15 02:05:11,Purchase,Luxury Goods,Mobile,9.222.204.61,"Paris, France",11520.85,False,5,False,Branch,0.7,0
T102668,C1279,3690.43,2024-09-10 14:03:19,Withdrawal,Groceries,ATM,12.202.198.76,"Paris, France",11358.17,False,5,False,ATM,0.03,0
T102669,C1460,674.25,2024-07-26 19:48:33,Transfer,Luxury Goods,Mobile,97.8.175.21,"Warsaw, Poland",369.71,True,0,True,ATM,0.45,0
T102670,C1927,2186.39,2024-10-20 00:16:47,Withdrawal,Luxury Goods,Mobile,190.10.109.146,"Warsaw, Poland",46247.96,True,2,True,Online,0.78,0
T102671,C1525,3016.04,2024-10-11 03:21:41,Withdrawal,Travel,ATM,135.154.150.25,"Berlin, Germany",9318.05,True,1,True,Online,0.24,0
T102672,C1150,5989.09,2024-02-06 11:50:35,Purchase,Healthcare,Mobile,25.181.125.11,"Paris, France",47553.36,True,2,True,ATM,0.81,0
T102673,C1850,9831.04,2024-06-21 17:08:36,Transfer,Travel,Mobile,88.235.126.47,"Berlin, Germany",28769.19,False,5,True,ATM,0.04,1
T102674,C1447,1019.03,2024-11-05 22:12:53,Purchase,Groceries,ATM,150.239.211.212,"Paris, France",40393.3,True,4,True,Branch,0.62,1
T102675,C1093,5362.28,2024-03-26 12:47:12,Withdrawal,Groceries,Desktop,173.255.48.41,"Amsterdam, Netherlands",13580.38,True,0,False,Branch,0.79,1
T102676,C1969,9905.32,2024-04-17 07:56:10,Withdrawal,Electronics,ATM,49.139.65.126,"Warsaw, Poland",38174.68,True,3,False,ATM,0.39,1
T102677,C1932,8504.8,2024-01-10 13:17:10,Purchase,Luxury Goods,Mobile,70.189.132.107,"Warsaw, Poland",45810.06,True,5,False,Branch,0.56,1
T102678,C1227,1715.42,2024-01-08 01:38:44,Withdrawal,Luxury Goods,Mobile,141.118.154.70,"Amsterdam, Netherlands",3357.49,True,2,True,ATM,0.72,0
T102679,C1836,9590.39,2024-08-08 16:09:53,Withdrawal,Travel,Desktop,158.152.240.232,"Amsterdam, Netherlands",46197.98,True,1,False,Branch,0.94,1
T102680,C1461,5999.07,2024-04-16 03:15:25,Withdrawal,Healthcare,ATM,20.138.216.7,"Paris, France",11794.56,True,1,True,Branch,0.97,0
T102681,C1905,9814.18,2024-03-10 04:43:56,Transfer,Luxury Goods,Desktop,156.197.60.26,"Warsaw, Poland",46148.5,True,0,False,ATM,0.46,1
T102682,C1357,6963.46,2024-08-01 10:36:44,Purchase,Electronics,ATM,125.93.202.115,"Paris, France",17839.11,True,1,True,ATM,0.1,0
T102683,C1952,6779.33,2024-05-15 00:37:36,Withdrawal,Healthcare,Mobile,97.9.199.65,"Warsaw, Poland",29742.35,False,0,False,Branch,0.15,0
T102684,C1027,9723.7,2024-03-19 18:10:06,Withdrawal,Healthcare,ATM,152.245.75.240,"Berlin, Germany",25157.63,True,1,False,Online,0.46,0
T102685,C1424,6937.51,2024-08-27 19:25:19,Withdrawal,Travel,ATM,146.72.173.203,"Warsaw, Poland",30509.41,True,3,True,ATM,0.57,0
T102686,C1054,3321.13,2024-01-09 16:43:16,Transfer,Groceries,ATM,94.93.196.241,"Paris, France",49346.17,True,5,True,ATM,0.92,1
T102687,C1405,6353.9,2024-09-28 11:16:22,Withdrawal,Groceries,Desktop,198.149.64.175,"Warsaw, Poland",37528.08,True,1,True,ATM,0.04,0
T102688,C1514,8839.79,2024-09-15 18:51:32,Withdrawal,Luxury Goods,Desktop,106.50.39.125,"Warsaw, Poland",34617.68,True,3,True,Online,0.64,0
T102689,C1382,3180.35,2024-06-07 06:36:41,Purchase,Healthcare,Mobile,99.83.11.184,"Paris, France",7894.16,True,0,True,ATM,0.47,0
T102690,C1241,8515.69,2024-09-22 09:08:24,Withdrawal,Healthcare,Mobile,18.11.130.44,"Warsaw, Poland",20612.63,True,0,True,ATM,0.97,0
T102691,C1395,4821.82,2024-08-23 15:21:31,Withdrawal,Groceries,Desktop,182.56.154.15,"Paris, France",21617.88,False,0,True,Branch,0.02,0
T102692,C1083,3351.72,2024-07-28 21:05:58,Purchase,Travel,Desktop,214.22.106.225,"Warsaw, Poland",4345.6,True,2,True,Online,0.64,0
T102693,C1383,6085.72,2024-08-24 15:51:02,Purchase,Travel,Mobile,154.84.130.54,"Berlin, Germany",15131.66,True,2,True,Online,0.8,0
T102694,C1229,5850.78,2024-06-19 18:36:26,Transfer,Groceries,Desktop,6.132.0.92,"Warsaw, Poland",10613.33,True,1,True,Branch,0.48,1
T102695,C1028,3824.33,2024-08-02 11:49:20,Purchase,Luxury Goods,ATM,169.50.50.38,"Warsaw, Poland",29650.34,True,1,True,Online,0.13,0
T102696,C1326,6406.28,2024-03-06 21:27:44,Transfer,Healthcare,Mobile,18.229.41.226,"Amsterdam, Netherlands",41684.46,False,1,False,Online,0.42,0
T102697,C1953,2325.02,2024-03-09 06:08:19,Purchase,Travel,Mobile,172.141.72.2,"Paris, France",1467.69,True,1,True,Branch,0.43,0
T102698,C1101,5875.1,2024-05-24 17:56:29,Transfer,Healthcare,Mobile,172.73.11.109,"Warsaw, Poland",10317.26,True,1,True,Branch,0.47,1
T102699,C1859,9883.82,2024-01-14 07:26:54,Purchase,Electronics,ATM,187.255.9.116,"Paris, France",48158.95,False,4,False,Online,0.85,1
T102700,C1731,2326.83,2024-08-09 06:59:44,Transfer,Travel,ATM,26.201.61.68,"Paris, France",47186.4,True,0,False,Online,0.04,0
T102701,C1665,6163.87,2024-03-27 02:39:29,Withdrawal,Electronics,Desktop,171.69.9.113,"Warsaw, Poland",34571.03,True,2,True,Online,0.17,1
T102702,C1343,8967.9,2024-04-23 16:20:06,Withdrawal,Travel,ATM,181.57.147.254,"Paris, France",5874.93,False,1,False,ATM,0.52,0
T102703,C1810,3089.18,2024-03-29 00:58:10,Purchase,Travel,Desktop,206.164.76.127,"Amsterdam, Netherlands",3803.71,False,5,True,Online,0.46,0
